Mod:Item:MetaData, Localized Name
extracells:storage.casing:0, Advanced Storage Housing
extracells:storage.casing:1, Fluid Storage Housing
extracells:storage.casing:2, Gas Storage Housing
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable, item.extracells.storage.fluid.portable.name
extracells:storage.gas.portable, item.extracells.storage.gas.portable.name
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade, ME Upgrade
GalacticraftCore:item.bucketOil, Oil Bucket
GalacticraftCore:item.bucketFuel, Fuel Bucket
GalacticraftCore:item.spaceship:0, Tier 1 Rocket
GalacticraftCore:item.spaceship:1, Tier 1 Rocket
GalacticraftCore:item.spaceship:2, Tier 1 Rocket
GalacticraftCore:item.spaceship:3, Tier 1 Rocket
GalacticraftCore:item.spaceship:4, Tier 1 Rocket
GalacticraftCore:item.oxygenMask, Oxygen Mask
GalacticraftCore:item.oxygenGear, Oxygen Gear
GalacticraftCore:item.oxygenTankLightFull, Light Oxygen Tank
GalacticraftCore:item.oxygenTankMedFull, Medium Oxygen Tank
GalacticraftCore:item.oxygenTankHeavyFull, Heavy Oxygen Tank
GalacticraftCore:item.sensorLens, Sensor Lens
GalacticraftCore:item.sensorGlasses, Sensor Glasses
GalacticraftCore:item.steel_pickaxe, Heavy Duty Pickaxe
GalacticraftCore:item.steel_axe, Heavy Duty Axe
GalacticraftCore:item.steel_hoe, Heavy Duty Hoe
GalacticraftCore:item.steel_shovel, Heavy Duty Shovel
GalacticraftCore:item.steel_sword, Heavy Duty Sword
GalacticraftCore:item.steel_helmet, Heavy Duty Helmet
GalacticraftCore:item.steel_chestplate, Heavy Duty Chestplate
GalacticraftCore:item.steel_leggings, Heavy Duty Leggings
GalacticraftCore:item.steel_boots, Heavy Duty Boots
GalacticraftCore:item.canister:0, Tin Canister
GalacticraftCore:item.canister:1, Copper Canister
GalacticraftCore:item.airVent, Oxygen Vent
GalacticraftCore:item.airFan, Oxygen Fan
GalacticraftCore:item.oxygenConcentrator, Oxygen Concentrator
GalacticraftCore:item.engine:0, Tier 1 Rocket Engine
GalacticraftCore:item.engine:1, Tier 1 Booster
GalacticraftCore:item.heavyPlating, Heavy-Duty Plate
GalacticraftCore:item.noseCone, Nose Cone
GalacticraftCore:item.rocketFins, Rocket Fins
GalacticraftCore:item.steelPole, Steel Pole
GalacticraftCore:item.canvas, Canvas
GalacticraftCore:item.oilCanisterPartial, Partially Filled Oil Canister
GalacticraftCore:item.fuelCanisterPartial, Partially Filled Fuel Canister
GalacticraftCore:item.oilExtractor, Portable Oil Extractor
GalacticraftCore:item.schematic:0, NASA Workbench Schematic
GalacticraftCore:item.schematic:1, NASA Workbench Schematic
GalacticraftCore:item.key:0, Tier 1 Dungeon Key
GalacticraftCore:item.buggymat:0, Buggy Wheel
GalacticraftCore:item.buggymat:1, Buggy Seat
GalacticraftCore:item.buggymat:2, Buggy Storage Box
GalacticraftCore:item.buggy, Buggy
GalacticraftCore:item.basicItem:0, Single Solar Module
GalacticraftCore:item.basicItem:1, Full Solar Panel
GalacticraftCore:item.basicItem:2, Raw Silicon
GalacticraftCore:item.basicItem:3, Copper Ingot
GalacticraftCore:item.basicItem:4, Tin Ingot
GalacticraftCore:item.basicItem:5, Aluminum Ingot
GalacticraftCore:item.basicItem:6, Compressed Copper
GalacticraftCore:item.basicItem:7, Compressed Tin
GalacticraftCore:item.basicItem:8, Compressed Aluminum
GalacticraftCore:item.basicItem:9, Compressed Steel
GalacticraftCore:item.basicItem:10, Compressed Bronze
GalacticraftCore:item.basicItem:11, Compressed Iron
GalacticraftCore:item.basicItem:12, Blue Solar Wafer
GalacticraftCore:item.basicItem:13, Basic Wafer
GalacticraftCore:item.basicItem:14, Advanced Wafer
GalacticraftCore:item.basicItem:15, Can of Food
GalacticraftCore:item.basicItem:16, Can of Food
GalacticraftCore:item.basicItem:17, Can of Food
GalacticraftCore:item.basicItem:18, Can of Food
GalacticraftCore:item.basicItem:19, Frequency Module
GalacticraftCore:item.basicItem:20, Ambient Thermal Controller
GalacticraftCore:item.battery, Battery
GalacticraftCore:item.infiniteBattery, Infinite Battery
GalacticraftCore:item.infiniteOxygen, Infinite Oxygen Supply
GalacticraftCore:item.null:0, Throwable Meteor Chunk
GalacticraftCore:item.null:1, Throwable Meteor Chunk
GalacticraftCore:item.standardWrench, Standard Wrench
GalacticraftCore:item.cheeseCurd, Cheese Curd
GalacticraftCore:item.meteoricIronRaw, Raw Meteoric Iron
GalacticraftCore:item.meteoricIronIngot:0, Meteoric Iron Ingot
GalacticraftCore:item.meteoricIronIngot:1, Compressed Meteoric Iron
GalacticraftCore:item.flag, Flag
GalacticraftCore:item.parachute:0, Parachute
GalacticraftCore:item.parachute:1, Black Parachute
GalacticraftCore:item.parachute:2, Light Blue Parachute
GalacticraftCore:item.parachute:3, Lime Parachute
GalacticraftCore:item.parachute:4, Brown Parachute
GalacticraftCore:item.parachute:5, Blue Parachute
GalacticraftCore:item.parachute:6, Gray Parachute
GalacticraftCore:item.parachute:7, Green Parachute
GalacticraftCore:item.parachute:8, Light Gray Parachute
GalacticraftCore:item.parachute:9, Magenta Parachute
GalacticraftCore:item.parachute:10, Orange Parachute
GalacticraftCore:item.parachute:11, Pink Parachute
GalacticraftCore:item.parachute:12, Purple Parachute
GalacticraftCore:item.parachute:13, Red Parachute
GalacticraftCore:item.parachute:14, Cyan Parachute
GalacticraftCore:item.parachute:15, Yellow Parachute
GalacticraftMars:item.grapple, Grapple
GalacticraftMars:item.itemTier3Rocket:0, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:1, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:2, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:3, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:4, Tier 3 Rocket
GalacticraftMars:item.itemAstroMiner, Astro Miner
GalacticraftMars:item.thermalPadding:0, Thermal Padding Helm
GalacticraftMars:item.thermalPadding:1, Thermal Padding Chestpiece
GalacticraftMars:item.thermalPadding:2, Thermal Padding Leggings
GalacticraftMars:item.thermalPadding:3, Thermal Padding Boots
GalacticraftMars:item.itemBasicAsteroids:0, Heavy-Duty Plate
GalacticraftMars:item.itemBasicAsteroids:1, Heavy Rocket Engine
GalacticraftMars:item.itemBasicAsteroids:2, Heavy Rocket Fins
GalacticraftMars:item.itemBasicAsteroids:3, Iron Shard
GalacticraftMars:item.itemBasicAsteroids:4, Titanium Shard
GalacticraftMars:item.itemBasicAsteroids:5, Titanium Ingot
GalacticraftMars:item.itemBasicAsteroids:6, Compressed Titanium
GalacticraftMars:item.itemBasicAsteroids:7, Thermal Cloth
GalacticraftMars:item.itemBasicAsteroids:8, Beam Core
GalacticraftMars:item.methaneCanisterPartial, Methane Gas Canister
GalacticraftMars:item.canisterPartialLOX, item.canisterPartialLOX.name
GalacticraftMars:item.canisterPartialLN2, item.canisterPartialLN2.name
GalacticraftMars:item.atmosphericValve, Atmospheric Valve
GalacticraftMars:item.heavyNoseCone:0, Heavy Nose Cone
GalacticraftMars:item.orionDrive, Orion Drive
GalacticraftMars:item.titanium_helmet, Titanium Helmet
GalacticraftMars:item.titanium_chestplate, Titanium Chestplate
GalacticraftMars:item.titanium_leggings, Titanium Leggings
GalacticraftMars:item.titanium_boots, Titanium Boots
GalacticraftMars:item.titanium_axe, Titanium Axe
GalacticraftMars:item.titanium_pickaxe, Titanium Pickaxe
GalacticraftMars:item.titanium_shovel, Titanium Shovel
GalacticraftMars:item.titanium_hoe, Titanium Hoe
GalacticraftMars:item.titanium_sword, Titanium Sword
GalacticraftMars:item.bucketSludge, Bacterial Sludge Bucket
GalacticraftMars:item.carbonFragments, Fragmented Carbon
GalacticraftMars:item.null:0, Unrefined Desh
GalacticraftMars:item.null:1, Desh Stick
GalacticraftMars:item.null:2, Desh Ingot
GalacticraftMars:item.null:3, Heavy-Duty Plate
GalacticraftMars:item.null:4, Slimeling Inventory Bag
GalacticraftMars:item.null:5, Compressed Desh
GalacticraftMars:item.null:6, Fluid Manipulator
GalacticraftMars:item.deshPick, Desh Pickaxe
GalacticraftMars:item.deshPickSlime, Sticky Desh Pickaxe
GalacticraftMars:item.deshAxe, Desh Axe
GalacticraftMars:item.deshHoe, Desh Hoe
GalacticraftMars:item.deshSpade, Desh Shovel
GalacticraftMars:item.deshSword, Desh Sword
GalacticraftMars:item.deshHelmet, Desh Helmet
GalacticraftMars:item.deshChestplate, Desh Chestplate
GalacticraftMars:item.deshLeggings, Desh Leggings
GalacticraftMars:item.deshBoots, Desh Boots
GalacticraftMars:item.spaceshipTier2:0, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:1, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:2, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:3, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:4, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:11, Cargo Rocket
GalacticraftMars:item.spaceshipTier2:12, Cargo Rocket
GalacticraftMars:item.spaceshipTier2:13, Cargo Rocket
GalacticraftMars:item.spaceshipTier2:14, Cargo Rocket
GalacticraftMars:item.key:0, Tier 2 Dungeon Key
GalacticraftMars:item.schematic:0, NASA Workbench Schematic
GalacticraftMars:item.schematic:1, NASA Workbench Schematic
GalacticraftMars:item.schematic:2, NASA Workbench Schematic
MineFactoryReloaded:hammer, Precision Sledgehammer
MineFactoryReloaded:plastic.boots, Plastic Boots
MineFactoryReloaded:rubber.raw, Raw Rubber
MineFactoryReloaded:rubber.bar, Rubber Bar
MineFactoryReloaded:plastic.raw, Raw Plastic
MineFactoryReloaded:plastic.sheet, Plastic Sheets
MineFactoryReloaded:plastic.helm, Plastic Helmet
MineFactoryReloaded:plastic.chest, Plastic Breastplate
MineFactoryReloaded:plastic.legs, Plastic Leggings
MineFactoryReloaded:glass.helm, Sunglasses
MineFactoryReloaded:upgrade.radius:0, Upgrade (Lapis)
MineFactoryReloaded:upgrade.radius:1, Upgrade (Tin)
MineFactoryReloaded:upgrade.radius:2, Upgrade (Iron)
MineFactoryReloaded:upgrade.radius:3, Upgrade (Copper)
MineFactoryReloaded:upgrade.radius:4, Upgrade (Bronze)
MineFactoryReloaded:upgrade.radius:5, Upgrade (Silver)
MineFactoryReloaded:upgrade.radius:6, Upgrade (Gold)
MineFactoryReloaded:upgrade.radius:7, Upgrade (Quartz)
MineFactoryReloaded:upgrade.radius:8, Upgrade (Diamond)
MineFactoryReloaded:upgrade.radius:9, Upgrade (Platinum)
MineFactoryReloaded:upgrade.radius:10, Upgrade (Emerald)
MineFactoryReloaded:upgrade.radius:11, Upgrade (Cobble)
MineFactoryReloaded:rednet.meter:0, RedNet Meter
MineFactoryReloaded:rednet.meter:1, RedNet Multimeter
MineFactoryReloaded:rednet.meter:2, Debugger
MineFactoryReloaded:rednet.memorycard, PRC Memory Card
MineFactoryReloaded:upgrade.logic:0, PRC LX-100 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:1, PRC LX-300 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:2, PRC LX-500 Logic Expansion Card
MineFactoryReloaded:meat.ingot.raw, Raw Meat Ingot
MineFactoryReloaded:meat.ingot.cooked, Cooked Meat Ingot
MineFactoryReloaded:meat.nugget.raw, Raw "Meat" Nugget
MineFactoryReloaded:meat.nugget.cooked, Cooked "Meat" Nugget
MineFactoryReloaded:pinkslime:0, Pink Slimeball
MineFactoryReloaded:pinkslime:1, Pink Slime Crystal
MineFactoryReloaded:syringe.empty, Empty Syringe
MineFactoryReloaded:syringe.health, Health Syringe
MineFactoryReloaded:syringe.growth, Growth Syringe
MineFactoryReloaded:syringe.zombie, Zombie Syringe
MineFactoryReloaded:syringe.slime, Slime Embiggening Syringe
MineFactoryReloaded:syringe.cure, De-Zombification Syringe
MineFactoryReloaded:safarinet.launcher, Safari Net Launcher
MineFactoryReloaded:safarinet.reusable, Safari Net (Reusable)
MineFactoryReloaded:safarinet.singleuse, Safari Net (Single-Use)
MineFactoryReloaded:safarinet.jailer, Jailer's Safari Net
MineFactoryReloaded:safarinet.jailer.fancy, Golden Jailer's Safari Net
MineFactoryReloaded:portaspawner, PortaSpawner
MineFactoryReloaded:xpextractor, XP Extractor
MineFactoryReloaded:straw, Straw
MineFactoryReloaded:milkbottle, Milk Bottle
MineFactoryReloaded:plastic.cup:0, Plastic Cup
MineFactoryReloaded:plastic.bag, Plastic Bag
MineFactoryReloaded:sugarcharcoal, Sugar Charcoal
MineFactoryReloaded:fertilizer, Industrial Fertilizer
MineFactoryReloaded:ceramicdye:0, Ceramic Dye (White)
MineFactoryReloaded:ceramicdye:1, Ceramic Dye (Orange)
MineFactoryReloaded:ceramicdye:2, Ceramic Dye (Magenta)
MineFactoryReloaded:ceramicdye:3, Ceramic Dye (Light Blue)
MineFactoryReloaded:ceramicdye:4, Ceramic Dye (Yellow)
MineFactoryReloaded:ceramicdye:5, Ceramic Dye (Lime)
MineFactoryReloaded:ceramicdye:6, Ceramic Dye (Pink)
MineFactoryReloaded:ceramicdye:7, Ceramic Dye (Gray)
MineFactoryReloaded:ceramicdye:8, Ceramic Dye (Light Gray)
MineFactoryReloaded:ceramicdye:9, Ceramic Dye (Cyan)
MineFactoryReloaded:ceramicdye:10, Ceramic Dye (Purple)
MineFactoryReloaded:ceramicdye:11, Ceramic Dye (Blue)
MineFactoryReloaded:ceramicdye:12, Ceramic Dye (Brown)
MineFactoryReloaded:ceramicdye:13, Ceramic Dye (Green)
MineFactoryReloaded:ceramicdye:14, Ceramic Dye (Red)
MineFactoryReloaded:ceramicdye:15, Ceramic Dye (Black)
MineFactoryReloaded:laserfocus:0, Laser Focus (White)
MineFactoryReloaded:laserfocus:1, Laser Focus (Orange)
MineFactoryReloaded:laserfocus:2, Laser Focus (Magenta)
MineFactoryReloaded:laserfocus:3, Laser Focus (Light Blue)
MineFactoryReloaded:laserfocus:4, Laser Focus (Yellow)
MineFactoryReloaded:laserfocus:5, Laser Focus (Lime)
MineFactoryReloaded:laserfocus:6, Laser Focus (Pink)
MineFactoryReloaded:laserfocus:7, Laser Focus (Gray)
MineFactoryReloaded:laserfocus:8, Laser Focus (Light Gray)
MineFactoryReloaded:laserfocus:9, Laser Focus (Cyan)
MineFactoryReloaded:laserfocus:10, Laser Focus (Purple)
MineFactoryReloaded:laserfocus:11, Laser Focus (Blue)
MineFactoryReloaded:laserfocus:12, Laser Focus (Brown)
MineFactoryReloaded:laserfocus:13, Laser Focus (Green)
MineFactoryReloaded:laserfocus:14, Laser Focus (Red)
MineFactoryReloaded:laserfocus:15, Laser Focus (Black)
MineFactoryReloaded:record.blank, Blank Record
MineFactoryReloaded:spyglass, Spyglass
MineFactoryReloaded:ruler, Ruler
MineFactoryReloaded:fishingrod, Fishing Rod
MineFactoryReloaded:potatolauncher, Potato Cannon
MineFactoryReloaded:needlegun, Needlegun
MineFactoryReloaded:needlegun.ammo.empty, Needlegun Magazine
MineFactoryReloaded:needlegun.ammo.standard, Needlegun Ammo (Needles)
MineFactoryReloaded:needlegun.ammo.pierce, Needlegun Ammo (Shrapnel)
MineFactoryReloaded:needlegun.ammo.lava, Needlegun Ammo (Lava)
MineFactoryReloaded:needlegun.ammo.sludge, Needlegun Ammo (Sludge)
MineFactoryReloaded:needlegun.ammo.sewage, Needlegun Ammo (Sewage)
MineFactoryReloaded:needlegun.ammo.fire, Needlegun Ammo (Fire)
MineFactoryReloaded:needlegun.ammo.anvil, Needlegun Ammo (Anvil)
MineFactoryReloaded:rocketlauncher, SPAMR Launcher
MineFactoryReloaded:rocket:0, Tracking Self-Propelled Anti Material Rocket
MineFactoryReloaded:rocket:1, Self-Propelled Anti Material Rocket
MineFactoryReloaded:bucket.sewage, Sewage Bucket
MineFactoryReloaded:bucket.sludge, Sludge Bucket
MineFactoryReloaded:bucket.essence, Essence Bucket
MineFactoryReloaded:bucket.biofuel, BioFuel Bucket
MineFactoryReloaded:bucket.meat, Meat Bucket
MineFactoryReloaded:bucket.pinkslime, Pink Slime Bucket
MineFactoryReloaded:bucket.chocolatemilk, Chocolate Milk Bucket
MineFactoryReloaded:bucket.mushroomsoup, Mushroom Soup Bucket
OpenComputers:item:27, Arithmetic Logic Unit (ALU)
OpenComputers:item:101, Accelerated Processing Unit (APU) (Tier 1)
OpenComputers:item:102, Accelerated Processing Unit (APU) (Tier 2)
OpenComputers:item:103, Accelerated Processing Unit (APU) (Creative)
OpenComputers:item:18, Grog
OpenComputers:item:0, Analyzer
OpenComputers:item:21, Arrow Keys
OpenComputers:item:20, Button Group
OpenComputers:item:29, Central Processing Unit (CPU) (Tier 1)
OpenComputers:item:42, Central Processing Unit (CPU) (Tier 2)
OpenComputers:item:43, Central Processing Unit (CPU) (Tier 3)
OpenComputers:item:33, Card Base
OpenComputers:item:96, Chamelium
OpenComputers:item:31, Circuit Board
OpenComputers:item:70, Component Bus (Tier 1)
OpenComputers:item:71, Component Bus (Tier 2)
OpenComputers:item:72, Component Bus (Tier 3)
OpenComputers:item:114, Component Bus (Creative)
OpenComputers:item:28, Control Unit (CU)
OpenComputers:item:17, Cutting Wire
OpenComputers:item:104, Data Card (Tier 1)
OpenComputers:item:105, Data Card (Tier 2)
OpenComputers:item:106, Data Card (Tier 3)
OpenComputers:item:73, Debug Card
OpenComputers:item:81, Network Debugger
OpenComputers:item:111, Diamond Chip
OpenComputers:item:19, Disk Platter
OpenComputers:item:109, Disk Drive
OpenComputers:item:83, Drone Case (Tier 1)
OpenComputers:item:87, Drone Case (Tier 2)
OpenComputers:item:91, Drone Case (Creative)
OpenComputers:item:4, Floppy Disk
OpenComputers:item:8, Graphics Card (Tier 1)
OpenComputers:item:9, Graphics Card (Tier 2)
OpenComputers:item:10, Graphics Card (Tier 3)
OpenComputers:item:5, Hard Disk Drive (Tier 1) (1MB)
OpenComputers:item:6, Hard Disk Drive (Tier 2) (2MB)
OpenComputers:item:7, Hard Disk Drive (Tier 3) (4MB)
OpenComputers:item:95, Ink Cartridge
OpenComputers:item:94, Ink Cartridge (Empty)
OpenComputers:item:44, Internet Card
OpenComputers:item:48, Interweb
OpenComputers:item:51, Linked Card
OpenComputers:item:98, OpenComputers Manual
OpenComputers:item:1, Memory (Tier 1)
OpenComputers:item:50, Memory (Tier 1.5)
OpenComputers:item:2, Memory (Tier 2)
OpenComputers:item:3, Memory (Tier 2.5)
OpenComputers:item:38, Memory (Tier 3)
OpenComputers:item:39, Memory (Tier 3.5)
OpenComputers:item:24, Microchip (Tier 1)
OpenComputers:item:25, Microchip (Tier 2)
OpenComputers:item:26, Microchip (Tier 3)
OpenComputers:item:82, Microcontroller Case (Tier 1)
OpenComputers:item:86, Microcontroller Case (Tier 2)
OpenComputers:item:90, Microcontroller Case (Creative)
OpenComputers:item:107, Nanomachines
OpenComputers:item:11, Network Card
OpenComputers:item:22, Numeric Keypad
OpenComputers:item:32, Printed Circuit Board (PCB)
OpenComputers:item:30, Raw Circuit Board
OpenComputers:item:66, Redstone Card (Tier 1)
OpenComputers:item:45, Server (Tier 1)
OpenComputers:item:46, Server (Tier 2)
OpenComputers:item:40, Server (Tier 3)
OpenComputers:item:69, Server (Creative)
OpenComputers:item:74, Tablet Case (Tier 1)
OpenComputers:item:92, Tablet Case (Tier 2)
OpenComputers:item:93, Tablet Case (Creative)
OpenComputers:item:41, Remote Terminal
OpenComputers:item:108, Terminal Server
OpenComputers:item:97, Texture Picker
OpenComputers:item:23, Transistor
OpenComputers:item:49, Angel Upgrade
OpenComputers:item:63, Battery Upgrade (Tier 1)
OpenComputers:item:64, Battery Upgrade (Tier 2)
OpenComputers:item:65, Battery Upgrade (Tier 3)
OpenComputers:item:62, Chunkloader Upgrade
OpenComputers:item:57, Card Container (Tier 1)
OpenComputers:item:58, Card Container (Tier 2)
OpenComputers:item:59, Card Container (Tier 3)
OpenComputers:item:54, Upgrade Container (Tier 1)
OpenComputers:item:55, Upgrade Container (Tier 2)
OpenComputers:item:56, Upgrade Container (Tier 3)
OpenComputers:item:14, Crafting Upgrade
OpenComputers:item:78, Database Upgrade (Tier 1)
OpenComputers:item:79, Database Upgrade (Tier 2)
OpenComputers:item:80, Database Upgrade (Tier 3)
OpenComputers:item:52, Experience Upgrade
OpenComputers:item:15, Generator Upgrade
